Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S0965,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Informal
S0966,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,West Nile,Informal
S0967,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,Central,Informal
S0968,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Eastern,Formal
S0969,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Western,Formal
S0970,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Agriculture,3,High,Eastern,Formal
S0971,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,West Nile,Formal
S0972,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Health,3,High,West Nile,Formal
S0973,English,Lusoga,Welcome,[Lusoga translation] Tusangaile,Agriculture,1,High,Western,Formal
S0974,English,Lusoga,Thank you,[Lusoga translation] Webale,Tourism,2,High,Western,Formal
S0975,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Eastern,Formal
S0976,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Government,2,High,Eastern,Formal
S0977,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,West Nile,Formal
S0978,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,West Nile,Informal
S0979,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Education,3,High,Northern,Formal
S0980,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Central,Formal
S0981,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Formal
S0982,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Business,1,High,Eastern,Informal
S0983,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Western,Informal
S0984,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Northern,Formal
S0985,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Western,Informal
S0986,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,West Nile,Informal
S0987,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Northern,Formal
S0988,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S0989,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Daily Conversation,2,High,West Nile,Informal
S0990,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Western,Informal
S0991,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Tourism,1,High,Western,Formal
S0992,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,West Nile,Informal
S0993,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Business,4,High,West Nile,Formal
S0994,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Education,4,High,West Nile,Informal
S0995,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Central,Informal
S0996,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Tourism,1,High,Central,Informal
S0997,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Business,4,High,Western,Informal
S0998,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,West Nile,Formal
S0999,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Education,4,High,Eastern,Informal
S1000,English,Luganda,Thank you,[Luganda translation] Webale,Health,2,High,Eastern,Formal
S1001,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Agriculture,2,High,West Nile,Informal
S1002,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Agriculture,3,High,Central,Formal
S1003,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Agriculture,4,High,Central,Formal
S1004,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,West Nile,Formal
S1005,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Daily Conversation,2,High,Eastern,Formal
S1006,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Northern,Formal
S1007,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,West Nile,Formal
S1008,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Government,4,High,Western,Formal
S1009,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Agriculture,1,High,Northern,Informal
S1010,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,Central,Informal
S1011,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Tourism,2,High,Western,Informal
S1012,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Northern,Informal
S1013,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Eastern,Informal
S1014,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,West Nile,Formal
S1015,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Daily Conversation,3,High,Northern,Informal
S1016,English,Runyankole,Thank you,[Runyankole translation] Webale,Health,2,High,Central,Informal
S1017,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Health,3,High,Western,Formal
S1018,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Agriculture,3,High,Western,Formal
S1019,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Business,4,High,West Nile,Formal
S1020,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Agriculture,2,High,Eastern,Informal
S1021,English,Runyankole,Thank you,[Runyankole translation] Webale,Health,2,High,Central,Formal
S1022,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Tourism,2,High,Northern,Formal
S1023,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,West Nile,Informal
S1024,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Agriculture,3,High,Northern,Formal
S1025,English,Rukiga,Thank you,[Rukiga translation] Webare,Education,2,High,Central,Informal
S1026,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Central,Formal
S1027,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Health,2,High,West Nile,Informal
S1028,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Western,Informal
S1029,English,Runyankole,Thank you,[Runyankole translation] Webale,Tourism,2,High,Eastern,Formal
S1030,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Tourism,4,High,Central,Informal
S1031,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Tourism,1,High,West Nile,Informal
S1032,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Eastern,Informal
S1033,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Education,4,High,West Nile,Informal
S1034,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Agriculture,4,High,Northern,Informal
S1035,English,Lusoga,Welcome,[Lusoga translation] Tusangaile,Health,1,High,Northern,Informal
S1036,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Agriculture,2,High,Central,Formal
S1037,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,West Nile,Formal
S1038,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Education,4,High,West Nile,Informal
S1039,English,Runyankole,Good morning,[Runyankole translation] Oreiregye,Agriculture,2,High,Eastern,Formal
S1040,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,Eastern,Formal
S1041,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Agriculture,4,High,Western,Formal
S1042,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Western,Formal
S1043,English,Runyankole,Good morning,[Runyankole translation] Oreiregye,Tourism,2,High,West Nile,Informal
S1044,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Northern,Formal
S1045,English,Runyankole,We are going home,[Runyankole translation] Turiyo Nitutaha omuka,Business,4,High,Northern,Informal
S1046,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Eastern,Formal
S1047,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Business,2,High,Central,Informal
S1048,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Health,2,High,Northern,Informal
S1049,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Western,Informal
S1050,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Formal
S1051,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Tourism,4,High,Central,Informal
S1052,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Central,Informal
S1053,English,Runyankole,The road is bad,[Runyankole translation] oruguto nirubi,Health,4,High,Eastern,Formal
S1054,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Eastern,Formal
S1055,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,West Nile,Informal
S1056,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Government,1,High,Northern,Formal
S1057,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Western,Informal
S1058,English,Runyankole,Thank you,[Runyankole translation] Webale,Tourism,2,High,Eastern,Informal
S1059,English,Lusoga,The patient needs medicine,[Lusoga translation] Omulwaire yetaaga obulezi,Health,4,High,Northern,Formal
S1060,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Business,2,High,West Nile,Informal
S1061,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Tourism,3,High,Eastern,Informal
S1062,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Education,4,High,West Nile,Formal
S1063,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Government,3,High,Central,Formal
S1064,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Northern,Formal
S1065,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Northern,Formal
S1066,English,Runyankole,We are going home,[Runyankole translation] Turiyo Nitutaha omuka,Education,4,High,West Nile,Formal
S1067,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Eastern,Formal
S1068,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Eastern,Informal
S1069,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,Central,Formal
S1070,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Formal
S1071,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Daily Conversation,4,High,West Nile,Informal
S1072,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Government,2,High,Western,Formal
S1073,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,West Nile,Formal
S1074,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Daily Conversation,2,High,Western,Formal
S1075,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Western,Formal
S1076,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Northern,Formal
S1077,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Northern,Informal
S1078,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Tourism,1,High,Eastern,Formal
S1079,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Eastern,Informal
S1080,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Agriculture,1,High,Northern,Informal
S1081,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Agriculture,3,High,Eastern,Informal
S1082,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Education,2,High,Northern,Informal
S1083,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Daily Conversation,4,High,West Nile,Formal
S1084,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Northern,Informal
S1085,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Eastern,Formal
S1086,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Central,Informal
S1087,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Business,3,High,Central,Formal
S1088,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Northern,Informal
S1089,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Formal
S1090,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Formal
S1091,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Health,4,High,Northern,Formal
S1092,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,West Nile,Formal
S1093,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Western,Informal
S1094,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Agriculture,4,High,Eastern,Formal
S1095,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,West Nile,Informal
S1096,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Daily Conversation,2,High,Central,Informal
S1097,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Informal
S1098,English,Luganda,Thank you,[Luganda translation] Webale,Government,2,High,Central,Informal
S1099,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Government,3,High,Central,Informal
S1100,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Daily Conversation,2,High,Eastern,Informal
S1101,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,unknown,High,Northern,Formal
S1102,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Tourism,4,High,Eastern,Informal
S1103,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Health,3,High,Northern,Formal
S1104,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Business,2,High,Eastern,Formal
S1105,English,Lusoga,Welcome,[Lusoga translation] Tusangaile,Government,1,High,Central,Informal
S1106,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Education,4,High,Northern,Informal
S1107,English,Lusoga,Thank you,[Lusoga translation] Webale,Business,2,High,Western,Formal
S1108,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Health,1,High,West Nile,Informal
S1109,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Agriculture,4,High,Western,Formal
S1110,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Northern,Informal
S1111,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Central,Formal
S1112,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Business,2,High,Northern,Informal
S1113,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Health,3,High,Eastern,Formal
S1114,English,Luganda,Thank you,[Luganda translation] Webale,Government,2,High,Eastern,Informal
S1115,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Northern,Formal
S1116,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Eastern,Informal
S1117,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Government,2,High,Western,Formal
S1118,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,West Nile,Informal
S1119,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,West Nile,Formal
S1120,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Northern,Informal
S1121,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Business,4,High,Central,Informal
S1122,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Central,Formal
S1123,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,West Nile,Formal
S1124,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Formal
S1125,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Agriculture,3,High,Northern,Formal
S1126,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,Central,Informal
S1127,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Formal
S1128,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Health,4,High,West Nile,Informal
S1129,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Formal
S1130,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Daily Conversation,4,High,Central,Formal
S1131,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,Northern,Formal
S1132,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,West Nile,Informal
S1133,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Central,Formal
S1134,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Central,Informal
S1135,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Daily Conversation,1,High,Central,Informal
S1136,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Health,1,High,Central,Informal
S1137,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Daily Conversation,4,High,Western,Informal
S1138,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Northern,Informal
S1139,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Central,Informal
S1140,English,Runyankole,We are going home,[Runyankole translation] Turiyo Nitutaha omuka,Tourism,4,High,Western,Informal
S1141,English,Luganda,Thank you,[Luganda translation] Webale,Education,2,High,Western,Informal
S1142,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Western,Formal
S1143,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Daily Conversation,4,High,Western,Formal
S1144,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Tourism,4,High,Eastern,Formal
S1145,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Business,4,High,West Nile,Informal
S1146,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,West Nile,Formal
S1147,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Eastern,Formal
S1148,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Government,2,High,West Nile,Formal
S1149,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Eastern,Formal
S1150,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Business,4,High,Central,Informal
S1151,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,West Nile,Formal
S1152,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Eastern,Formal
S1153,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Health,2,High,Northern,Informal
S1154,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Central,Formal
S1155,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,Western,Informal
S1156,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Government,1,High,Eastern,Formal
S1157,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Formal
S1158,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Business,2,High,Central,Informal
S1159,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Northern,Informal
S1160,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,West Nile,Formal
S1161,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Health,4,High,Central,Formal
S1162,English,Luganda,Thank you,[Luganda translation] Webale,Daily Conversation,2,High,West Nile,Formal
S1163,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,West Nile,Formal
S1164,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Northern,Formal
S1165,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Tourism,3,High,West Nile,Informal
S1166,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Business,4,High,Western,Formal
S1167,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Eastern,Formal
S1168,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Central,Formal
S1169,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Central,Formal
S1170,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Daily Conversation,1,High,Northern,Formal
S1171,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Central,Informal
S1172,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Daily Conversation,4,High,Northern,Informal
S1173,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Government,4,High,Central,Informal
S1174,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Health,4,High,Northern,Formal
S1175,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Education,4,High,Eastern,Formal
S1176,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Health,1,High,Eastern,Informal
S1177,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Business,4,High,West Nile,Informal
S1178,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Central,Informal
S1179,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Health,1,High,West Nile,Formal
S1180,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Eastern,Informal
S1181,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Central,Formal
S1182,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Western,Formal
S1183,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Formal
S1184,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Business,4,High,Western,Informal
S1185,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Education,2,High,Northern,Informal
S1186,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Eastern,Formal
S1187,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Central,Formal
S1188,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Central,Formal
S1189,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Tourism,2,High,West Nile,Formal
S1190,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Government,4,High,West Nile,Formal
S1191,English,Rukiga,Thank you,[Rukiga translation] Webare,Tourism,2,High,Central,Informal
S1192,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Central,Informal
S1193,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Western,Formal
S1194,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,West Nile,Informal
S1195,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Informal
S1196,English,Acholi,Open the door,[Acholi translation] Yab doggola,Tourism,3,High,Western,Formal
S1197,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Daily Conversation,1,High,Northern,Formal
S1198,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Central,Formal
S1199,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Agriculture,4,High,West Nile,Informal
S1200,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Formal
S1201,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Education,2,High,Northern,Formal
S1202,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Government,2,High,Northern,Informal
S1203,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Agriculture,4,High,Eastern,Informal
S1204,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,West Nile,Informal
S1205,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Eastern,Formal
S1206,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Western,Formal
S1207,English,Runyankole,We are going home,[Runyankole translation] Turiyo Nitutaha omuka,Health,4,High,Eastern,Informal
S1208,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Central,Informal
S1209,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Northern,Formal
S1210,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Northern,Informal
S1211,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Education,2,High,Western,Informal
S1212,English,Acholi,Welcome,[Acholi translation] Wa joli,Agriculture,1,High,Central,Informal
S1213,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Northern,Informal
S1214,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Daily Conversation,1,High,Eastern,Formal
S1215,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Health,4,High,West Nile,Informal
S1216,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Northern,Formal
S1217,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Informal
S1218,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Eastern,Formal
S1219,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,West Nile,Formal
S1220,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Eastern,Informal
S1221,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Business,4,High,Central,Informal
S1222,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,Central,Formal
